shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
7,25.7652977,-80.1956487,172
7,25.7653580,-80.1957704,173
7,25.7653730,-80.1972760,174
7,25.7654020,-80.1973230,175
7,25.7654740,-80.1973470,176
7,25.7664190,-80.1973720,177
7,25.7673660,-80.1974190,178
7,25.7679000,-80.1974580,179
7,25.7683930,-80.1974640,180
7,25.7688820,-80.1974620,181
7,25.7700390,-80.1975230,182
7,25.7704370,-80.1975520,183
7,25.7715510,-80.1975640,184
7,25.7739090,-80.1976580,185
7,25.7739760,-80.1976450,186
7,25.7740030,-80.1975710,187
7,25.7740920,-80.1954650,188
7,25.7742430,-80.1903420,189
7,25.7742580,-80.1890710,190
7,25.7743080,-80.1874110,191
7,25.7743680,-80.1873010,192
7,25.7744390,-80.1872870,193
7,25.7752890,-80.1873710,194
7,25.7758186,-80.1874265,195
7,25.7763410,-80.1875490,196
7,25.7773250,-80.1878680,197
7,25.7783400,-80.1880990,198
7,25.7794190,-80.1885300,199
7,25.7796330,-80.1884130,200
7,25.7797920,-80.1882320,201
7,25.7799110,-80.1880080,202
7,25.7800210,-80.1877170,203
7,25.7800920,-80.1874210,204
7,25.7802080,-80.1864460,205
7,25.7802720,-80.1854060,206
7,25.7802550,-80.1849240,207
7,25.7801950,-80.1844250,208
7,25.7800820,-80.1838200,209
7,25.7798600,-80.1831100,210
7,25.7789200,-80.1809160,211
7,25.7780180,-80.1787950,212
7,25.7777910,-80.1783340,213
7,25.7774960,-80.1779120,214
7,25.7770560,-80.1773940,215
7,25.7766970,-80.1769770,216
7,25.7765470,-80.1769690,217
7,25.7763620,-80.1770430,218
7,25.7761450,-80.1771280,219
7,25.7752070,-80.1775940,220
7,25.7751060,-80.1776160,221
7,25.7750570,-80.1775690,222
7,25.7746970,-80.1767400,223
7,25.7746920,-80.1766370,224
7,25.7747350,-80.1765740,225
7,25.7752230,-80.1762920,226
7,25.7753010,-80.1762970,227
7,25.7753560,-80.1763700,228
7,25.7757300,-80.1772010,229
7,25.7758260,-80.1772200,230
7,25.7760720,-80.1771280,231
7,25.7762020,-80.1771160,232
7,25.7762610,-80.1771780,233
7,25.7763980,-80.1773920,234
7,25.7765890,-80.1775310,235
7,25.7768860,-80.1777040,236
7,25.7771390,-80.1779070,237
7,25.7775650,-80.1783900,238
7,25.7777530,-80.1787020,239
7,25.7778820,-80.1787500,240
7,25.7781980,-80.1785890,241
7,25.7782480,-80.1784680,242
7,25.7782593,-80.1776414,243
11,25.78949,-80.18823,1
11,25.78956,-80.18718,2
11,25.78972,-80.18703,3
11,25.79204,-80.18708,4
11,25.79239,-80.18773,5
11,25.79239,-80.18881,6
11,25.79226,-80.18904,7
11,25.78969,-80.18915,8
11,25.78961,-80.18918,9
11,25.78958,-80.18929,10
11,25.78953,-80.19225,11
11,25.79176,-80.19237,12
11,25.79168,-80.19467,13
